"Time","Source","Destination","Protocol","Length","D-Port","S-Port","ACK","SYN","Delta-Time"
"197.890798","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007490"
"198.019225","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.128427"
"198.085483","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.066258"
"198.195291","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109808"
"198.200130","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004839"
"198.397532","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.197402"
"198.507451","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109919"
"198.510823","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003372"
"198.709477","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198654"
"198.819283","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109806"
"198.830145","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010862"
"199.037069","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206924"
"199.056799","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.019730"
"199.058755","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001956"
"199.058762","172.27.224.251","172.27.224.250","TCP","60","502","52584","Not set","Set","0.000007"
"199.069031","172.27.224.250","172.27.224.251","TCP","60","52584","502","Set","Set","0.010269"
"199.069038","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000007"
"199.069519","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000481"
"199.069756","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000237"
"199.070005","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000249"
"199.070265","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000260"
"199.070504","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000239"
"199.070753","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000249"
"199.071002","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000249"
"199.071254","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000252"
"199.071502","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000248"
"199.071751","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000249"
"199.072000","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000249"
"199.072254","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000254"
"199.080530","172.27.224.250","172.27.224.251","TCP","60","52584","502","Set","Not set","0.008276"
"199.090151","172.27.224.250","172.27.224.251","TCP","60","52584","502","Set","Not set","0.009621"
"199.090998","172.27.224.250","172.27.224.251","Modbus/TCP","66","52584","502","Set","Not set","0.000847"
"199.131256","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.040258"
"199.140148","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008892"
"199.293279","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.153131"
"199.349064","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.055785"
"199.444168","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.095104"
"199.450836","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006668"
"199.661073","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210237"
"199.755315","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094242"
"199.760157","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004842"
"199.957480","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.197323"
"200.019491","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.062011"
"200.067710","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.048219"
"200.070853","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003143"
"200.285047","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214194"
"200.379302","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094255"
"200.390224","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010922"
"200.508449","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.118225"
"200.508884","172.27.224.250","172.27.224.251","TCP","60","52584","502","Set","Not set","0.000435"
"200.510132","172.27.224.250","172.27.224.251","TCP","60","52584","502","Set","Not set","0.001248"
"200.510136","172.27.224.251","172.27.224.250","TCP","60","502","52584","Set","Not set","0.000004"
"200.510309","172.27.224.250","172.27.224.251","TCP","60","52584","502","Set","Not set","0.000173"
"200.518905","172.27.224.250","172.27.224.251","TCP","60","52584","502","Not set","Not set","0.008596"
"200.597054","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.078149"
"200.691216","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094162"
"200.700807","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009591"
"200.909071","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208264"
"201.003270","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094199"
"201.010171","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006901"
"201.221047","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210876"
"201.315553","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094506"
"201.320855","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005302"
"201.533047","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212192"
"201.627238","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094191"
"201.630176","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002938"
"201.829438","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.199262"
"201.939250","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109812"
"201.947008","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.007758"
"201.948961","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001953"
"201.948972","172.27.224.251","172.27.224.250","TCP","60","502","52585","Not set","Set","0.000011"
"201.950861","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.001889"
"201.959070","172.27.224.250","172.27.224.251","TCP","60","52585","502","Set","Set","0.008209"
"201.959080","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000010"
"201.959735","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000655"
"201.959963","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000228"
"201.960212","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000249"
"201.960461","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000249"
"201.960711","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000250"
"201.960959","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000248"
"201.961209","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000250"
"201.961456","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000247"
"201.961709","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000253"
"201.961958","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000249"
"201.962207","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000249"
"201.962459","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000252"
"201.970594","172.27.224.250","172.27.224.251","TCP","60","52585","502","Set","Not set","0.008135"
"201.979869","172.27.224.250","172.27.224.251","TCP","60","52585","502","Set","Not set","0.009275"
"201.980717","172.27.224.250","172.27.224.251","Modbus/TCP","66","52585","502","Set","Not set","0.000848"
"202.019184","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.038467"
"202.157014","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.137830"
"202.182946","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.025932"
"202.251169","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.068223"
"202.260208","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009039"
"202.469014","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208806"
"202.563207","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094193"
"202.570873","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007666"
"202.781022","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210149"
"202.875260","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094238"
"202.880198","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004938"
"203.077499","fe80::2591:3422:2a18:9404","ff02::1:2","DHCPv6","146","547","546","","","0.197301"
"203.092987","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.015488"
"203.187167","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094180"
"203.190880","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003713"
"203.389411","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198531"
"203.398687","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.009276"
"203.408911","172.27.224.250","172.27.224.251","TCP","60","52585","502","Set","Not set","0.010224"
"203.409755","172.27.224.250","172.27.224.251","TCP","60","52585","502","Set","Not set","0.000844"
"203.409760","172.27.224.251","172.27.224.250","TCP","60","502","52585","Set","Not set","0.000005"
"203.409930","172.27.224.250","172.27.224.251","TCP","60","52585","502","Set","Not set","0.000170"
"203.418922","172.27.224.250","172.27.224.251","TCP","60","52585","502","Not set","Not set","0.008992"
"203.499476","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.080554"
"203.510859","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011383"
"203.716980","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206121"
"203.811143","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094163"
"203.820212","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009069"
"204.019290","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.199078"
"204.029507","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.010217"
"204.082188","::","ff02::16","ICMPv6","90","","","","","0.052681"
"204.110498","0.0.0.0","255.255.255.255","DHCP","342","67","68","","","0.028310"
"204.123143","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.012645"
"204.130828","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007685"
"204.202219","::","ff02::1:ffe6:1421","ICMPv6","86","","","","","0.071391"
"204.325396","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.123177"
"204.435308","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109912"
"204.440204","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004896"
"204.586214","::","ff02::16","ICMPv6","90","","","","","0.146010"
"204.652969","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.066755"
"204.747457","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094488"
"204.750889","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003432"
"204.846552","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.095663"
"204.848794","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002242"
"204.848800","172.27.224.251","172.27.224.250","TCP","60","502","52586","Not set","Set","0.000006"
"204.859075","172.27.224.250","172.27.224.251","TCP","60","52586","502","Set","Set","0.010275"
"204.859136","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000061"
"204.860327","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.001191"
"204.860560","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000233"
"204.860808","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000248"
"204.861054","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000246"
"204.861302","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000248"
"204.861554","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000252"
"204.861801","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000247"
"204.862052","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000251"
"204.862300","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000248"
"204.862552","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000252"
"204.862803","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000251"
"204.863048","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.000245"
"204.870649","172.27.224.250","172.27.224.251","TCP","60","52586","502","Set","Not set","0.007601"
"204.879942","172.27.224.250","172.27.224.251","TCP","60","52586","502","Set","Not set","0.009293"
"204.880777","172.27.224.250","172.27.224.251","Modbus/TCP","66","52586","502","Set","Not set","0.000835"
"204.949377","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.068600"
"205.059161","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109784"
"205.070273","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011112"
"205.082970","172.27.224.251","172.27.224.250","TCP","60","502","52586","Set","Not set","0.012697"
"205.226266","fe80::20c:29ff:fee6:1421","ff02::16","ICMPv6","90","","","","","0.143296"
"205.227618","fe80::20c:29ff:fee6:1421","ff02::2","ICMPv6","62","","","","","0.001352"
"205.276974","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.049356"
"205.322200","fe80::20c:29ff:fee6:1421","ff02::16","ICMPv6","90","","","","","0.045226"
"205.371124","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.048924"
